COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA
DATOS DISPONIBLES EN LA BASE DE DATOS A: MARZO DE 2024; CON LA INFORMACIÓN SUMINISTRADA POR LAS OFICINAS REGIONALES 

 ESTACIÓN  : 26024 
 NOMBRE    : PRESA ADOLFO RUIZ CORTINEZ -CORTINA- 
 ESTADO    : SONORA 
 MUNICIPIO : ÁLAMOS 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 27.24888889 ° 
 LONGITUD  : -109.0583333 ° 
 ALTITUD   : 144 msnm 

EMISIÓN   : 22/03/2024



FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1955-07-22	0	NULO	36.3	NULO
1957-05-11	0	9.03	31.6	14.7
1957-05-12	0	7.9	31.6	14.8
1957-05-13	0	9.25	34.1	15.1
1957-05-14	0	10	36.1	17.4
1957-05-15	0	9.8	35.4	15.9
1957-05-16	0	10.44	35.1	15.6
1957-05-17	0	9.41	34.6	15.6
1957-05-18	0	8.45	34.6	18.1
1957-05-19	0	9.05	35	18.6
1957-05-20	0	8.75	35.1	18.1
1957-05-21	0	7.12	34.4	19.4
1957-05-22	0	8.53	34.1	19.5
1957-05-23	0	9.75	30.4	17.1
1957-05-24	0	10.4	37.6	16.6
1957-05-25	0	10.65	38	18.4
1957-05-26	0	7.28	36.1	17.1
1957-05-27	0	11.8	39.4	18.1
1957-05-28	0	11.7	40.6	18.2
1957-05-29	0	9.67	39.4	19.7
1957-05-30	0	11.6	37.6	17.1
1957-05-31	0	10.3	37.7	16.6
1957-06-01	0	10.5	38.3	20.1
1957-06-02	0	12.43	41.1	18.1
1957-06-03	0	10.77	39.6	23.1
1957-06-04	0	10.2	38.8	23.5
1957-06-05	0	10.3	39	23.6
1957-06-06	0	9.35	39.9	24.1
1957-06-07	0	9.17	39	23.6
1957-06-08	0	9.28	39.1	24.6
1957-06-09	0	8.9	39	22.1
1957-06-10	0	10.3	40	19.6
1957-06-11	0	11.2	40.1	18.5
1957-06-12	0	11.1	39.4	20
1957-06-13	0	11.85	40.1	20.1
1957-06-14	0	11	41.1	20.4
1957-06-15	0	9.3	39.6	20.6
1957-06-16	0	10.15	38	20.1
1957-06-17	0	8.55	38.1	23.4
1957-06-18	0	10.2	39.3	24.6
1957-06-19	9.5	10.15	40.6	26.8
1957-06-20	0	11.57	40.4	24.3
1957-06-21	0	9.9	40.9	26.1
1957-06-22	0	11.15	41.9	27.1
1957-06-23	0	11.1	41.8	26.4
1957-06-24	0	11.95	42.1	26.3
1957-06-25	0	10.5	40.6	26.6
1957-06-26	2	11	41.4	27.1
1957-06-27	0	8.25	40.6	23.1
1957-06-28	0	9.77	39.1	27.1
1957-06-29	0	11.03	39.6	27.2
1957-06-30	0	9.4	39.5	29.1
1957-07-01	0	10.2	40.6	27.3
1957-07-02	0	12.3	42.1	29.3
1957-07-03	0	10.25	40.9	28.3
1957-07-04	0	10.45	41	29.1
1957-07-05	0	10.65	40.4	28.1
1957-07-06	0.5	6.15	40.4	29.4
1957-07-07	0.5	8.7	41.4	24.6
1957-07-08	2.5	7.78	41.8	26.1
1957-07-09	0	9.94	41.1	26.7
1957-07-10	32	9.93	40.6	28.1
1957-07-11	0	7.7	38.8	23.1
1957-07-12	0	10	40.6	25.5
1957-07-13	0	10.95	41.1	27.6
1957-07-14	1.5	7.4	40.6	28.1
1957-07-15	0	10.1	40.6	25.1
1957-07-16	11.5	8.9	39.6	26.6
1957-07-17	0	7.68	37.3	23.1
1957-07-18	0	5.85	39	25.1
1957-07-19	0	6.54	38.6	25.8
1957-07-20	1.5	4.91	38.6	27.1
1957-07-21	100	7.42	40.1	25.1
1957-07-22	0	6.57	37.4	22.9
1957-07-23	61	7.53	40.6	25.6
1957-07-24	0	2.57	35.9	23
1957-07-25	0	2.6	36.8	25.6
1957-07-26	0	11.45	38.6	25.3
1957-07-27	7.8	4.65	37.1	26.9
1957-07-28	0	7.72	37.6	25.5
1957-07-29	0	7.48	39.1	27.1
1957-07-30	3.8	7.15	40.3	28.6
1957-07-31	0	7.53	38.6	26.5
1957-08-01	0	7.37	39.6	26.5
1957-08-02	0	7.15	37.1	26.6
1957-08-03	43.8	9.6	39.8	27.9
1957-08-04	3	3.02	33.9	24.1
1957-08-05	0	5.35	37.1	25.6
1957-08-06	0	6.53	39.4	26.1
1957-08-07	0	3.52	39.6	27.3
1957-08-08	10	6.5	37.8	25.3
1957-08-09	0	3.58	34.6	25.1
1957-08-10	14.4	5.72	34.5	25
1957-08-11	0	3	34.4	22.6
1957-08-12	0	5.52	36.1	24.6
1957-08-13	2	5.78	38.1	25.7
1957-08-14	0	3.82	33.6	25.1
1957-08-15	4.5	5.73	37.6	25.2
1957-08-16	0	4.5	37	22.6
1957-08-17	0	7.05	38.6	24.5
1957-08-18	36	6.3	39	26.6
1957-08-19	0	4.65	35.6	22.1
1957-08-20	0	5.6	37.1	24.9
1957-08-21	7	6.4	37.4	25.6
1957-08-22	0	5.2	37.4	25.1
1957-08-23	0	7.05	38.6	26.6
1957-08-24	0	7	40.4	27.1
1957-08-25	14	7.25	40	28.1
1957-08-26	0.5	5.35	38	26.3
1957-08-27	0	6.3	37.8	25.1
1957-08-28	1.2	5.43	38.1	25.6
1957-08-29	39.4	10.77	38.4	25.1
1957-08-30	0	3.25	34.9	21.9
1957-08-31	2	3.6	36.6	26.1
1957-09-01	2.5	5.75	36.1	24.6
1957-09-02	0	5.05	36.3	22.1
1957-09-03	0	6.45	40	24.3
1957-09-04	29.5	8.52	39.2	26.1
1957-09-05	0	3.65	36.6	23.1
1957-09-06	28	7.6	37.2	24.6
1957-09-07	0	4.75	32.6	23.1
1957-09-08	0	5	34.6	23.3
1957-09-09	0	2.45	36.1	23.1
1957-09-10	0.8	4.83	37.8	25.1
1957-09-11	0	6.07	38.1	25.8
1957-09-12	0	5.8	39.4	26.1
1957-09-13	0	5.47	38.8	24.1
1957-09-14	0	5.5	39.4	24.6
1957-09-15	0	5.7	40	22.6
1957-09-16	0	6.7	40.4	21.9
1957-09-17	0	5.45	40.2	23.6
1957-09-18	0	6.54	40	23.1
1957-09-19	0	6.68	39.2	22.1
1957-09-20	7	5.33	38.6	22.6
1957-09-21	0	1.15	33	24.6
1957-09-22	8.5	5.6	36.4	25.1
1957-09-23	18	1.2	27	23.1
1957-09-24	0	2.25	32.6	21.4
1957-09-25	0	4.05	35.4	23.1
1957-09-26	0	4.3	35.1	25
1957-09-27	0	5.08	36.3	23.7
1957-09-28	0	5.45	37.3	22.1
1957-09-29	0	6.75	38	20.7
1957-09-30	0	4.6	38.5	19.2
1957-10-01	0	4.09	38.3	19.7
1957-10-02	0	5.28	36	20.7
1957-10-03	0	3.55	34.7	21.7
1957-10-04	47	2.85	38.9	22.5
1957-10-05	53.5	0.8	24.9	21.2
1957-10-06	0	2.05	31.4	19.7
1957-10-07	0	4.43	31.8	20
1957-10-08	0	3.84	33.4	20.7
1957-10-09	0	3.58	33.4	19.3
1957-10-10	0	2.65	33.3	19.2
1957-10-11	0	3	33	19.8
1957-10-12	0	4.3	31.4	20
1957-10-13	0	1.63	27.3	18
1957-10-14	0	4.17	29.9	17.7
1957-10-15	0	2	31.1	17.5
1957-10-16	0	3.93	29.9	17.9
1957-10-17	0	3.59	32.4	17.5
1957-10-18	0	3.86	33.4	18
1957-10-19	0	5.13	33.7	18.3
1957-10-20	11	2.32	35	20.2
1957-10-21	1.5	1.75	30.4	19.9
1957-10-22	0	2	28.7	19.7
1957-10-23	0	3.3	31.4	16.8
1957-10-24	0	3.4	33	14.5
1957-10-25	0	4.85	33.2	15.5
1957-10-26	0	2.3	32.5	16.5
1957-10-27	0	2.88	32.4	18.5
1957-10-28	2.5	2.77	32	20.2
1957-10-29	0	0.85	26	21.1
1957-10-30	0	2.93	32	20.7
1957-10-31	0	2.02	28.3	21
1957-11-01	0	2	31.4	19.7
1957-11-02	0	3.3	30.7	17.5
1957-11-03	0	2.52	30.4	17.6
1957-11-04	0	2.03	23.1	18.3
1957-11-05	0	3.52	29	13.8
1957-11-06	0	3.5	28.2	13.1
1957-11-07	0	3.53	27.8	10.8
1957-11-08	0	3.6	31	11.3
1957-11-09	0	3.58	27.3	11.4
1957-11-10	0	2.97	29.4	11
1957-11-11	0	3.08	31	13.1
1957-11-12	0	2.29	29.9	12.8
1957-11-13	0	3.8	30.4	11.7
1957-11-14	0	3.13	30.8	11.3
1957-11-15	0	3.15	31.9	11.4
1957-11-16	0	2.9	29.7	12.3
1957-11-17	0.3	1.35	23.8	16.2
1957-11-18	0	2.72	26.8	10.7
1957-11-19	0	2.98	31.1	11.5
1957-11-20	0	3.85	31.9	13.1
1957-11-21	0	2.88	30.4	13.8
1957-11-22	0	2.87	22	11.7
1957-11-23	0	3.02	21.8	3.4
1957-11-24	0	3.18	29.9	7
1957-11-25	0	4.28	33.4	9.8
1957-11-26	0	3.1	28.2	11.1
1957-11-27	0	3.32	28.1	11.7
1957-11-28	0	3.23	30.4	10.3
1957-11-29	0	2.88	31.5	10.2
1957-11-30	0	5.37	31.4	11.3
1957-12-01	0	3.57	32.7	12.3
1957-12-02	0	3.3	29.9	12.4
1957-12-03	0	3.63	31	13.8
1957-12-04	0	2.95	30.7	13.7
1957-12-05	12.5	2.2	23.5	16.3
1957-12-06	0	1.42	25.9	15.3
1957-12-07	0	2.35	33.9	10.3
1957-12-08	0	2.94	39.5	9.8
1957-12-09	0	4.49	40	12.8
1957-12-10	0	3.29	38.8	11.8
1957-12-11	0	3.44	38.5	11.3
1957-12-12	0	3.54	37	12.3
1957-12-13	0	3.16	37.5	14.7
1957-12-14	0	2.92	32	14.5
1957-12-15	0	1.85	29.4	13.3
1957-12-16	0	4	34.3	13.8
1957-12-17	0	3.1	34	14.9
1957-12-18	0	1.5	28.8	14.5
1957-12-19	0	4.2	29.6	11.1
1957-12-20	0	3.4	30	9.3
1957-12-21	0	3.7	29	8.5
1957-12-22	0	2.8	31	11.5
1957-12-23	0	3.3	31.1	12.5
1957-12-24	0	3.75	29.7	14.7
1957-12-25	0	2.5	27.7	14.5
1957-12-26	0	2.43	26.3	12.3
1957-12-27	0	3.2	31	10.3
1957-12-28	0	3.9	30.7	10
1957-12-29	0	4.65	32.7	10.1
1957-12-30	0	1.6	28.2	10.7
1957-12-31	0	3.59	34.2	10.3
1958-01-01	0	3.75	37.4	10.4
1958-01-02	0	3.35	30.7	11.5
1958-01-03	0	2.85	26.4	12.1
1958-01-04	0	2.95	27.5	8.5
1958-01-05	0	3.53	31	7.8
1958-01-06	0	4.82	33.5	9.3
1958-01-07	0	3.9	35.4	13
1958-01-08	0	3.2	35	11.3
1958-01-09	0	3.1	29.8	9.8
1958-01-10	0	3.35	30	8.5
1958-01-11	0	4.48	27.4	9
1958-01-12	0	3.47	29	7.3
1958-01-13	0	3.33	28	7.5
1958-01-14	0	3.29	27	6.7
1958-01-15	0	2.93	27.1	8.2
1958-01-16	1.5	2.42	25	10.5
1958-01-17	17	2.88	26.4	12.1
1958-01-18	10	1.1	20.2	15.5
1958-01-19	8.5	1.93	19.4	14.8
1958-01-20	0	2.67	22.8	9.8
1958-01-21	0	2.7	23	6.5
1958-01-22	2.5	2.15	20.3	8.2
1958-01-23	0	2.45	27.8	4.5
1958-01-24	0	2.05	25.7	4.9
1958-01-25	0	3.4	28	6.5
1958-01-26	0	3.5	29	8
1958-01-27	0	3	26.7	7.5
1958-01-28	0	3.55	28	9.1
1958-01-29	0	3.4	27.8	9.3
1958-01-30	0	3.67	28	9.8
1958-01-31	0	4.35	32.5	9.3
1958-02-01	0	4.48	32.4	9.7
1958-02-02	0	3.72	31.5	10.8
1958-02-03	0	3.23	31	10.7
1958-02-04	9	2.95	29	10.3
1958-02-05	0	2.85	27	14
1958-02-06	0	3.28	28.8	10.8
1958-02-07	0	3.22	30	11.1
1958-02-08	0	2.75	32.6	10.8
1958-02-09	0	3.88	29	12.8
1958-02-10	0	3.65	28.8	10.7
1958-02-11	0	4.37	28	11.5
1958-02-12	0	4.31	29	10.4
1958-02-13	0	3.44	28.2	8.1
1958-02-14	0	4.23	29	9.5
1958-02-15	0	4.9	31.8	9.3
1958-02-16	0	3	31	10.6
1958-02-17	0	2.95	29.1	12.5
1958-02-18	0	4.85	32.4	13.3
1958-02-19	0	3.9	32.1	12.8
1958-02-20	20	1.95	21	13.7
1958-02-21	14.5	1.65	20.4	13.8
1958-02-22	0	3.03	22.5	11
1958-02-23	0	4.35	26	9.8
1958-02-24	0	2.75	26.1	12.3
1958-02-25	0	4.67	27.2	12.2
1958-02-26	0	3.85	25	13.3
1958-02-27	0	4.7	26.6	9.6
1958-02-28	2	4.38	25.2	6.8
1958-03-01	1	2.94	22.1	9.3
1958-03-02	0	4.03	25	6.5
1958-03-03	5	3.4	24.3	8
1958-03-04	16	1.7	21	12.1
1958-03-05	39.4	1.05	23.7	13.3
1958-03-06	0	2.05	22.8	11.3
1958-03-07	0.5	2.7	22	10.5
1958-03-08	0	3.3	26.4	9.8
1958-03-09	0	5	27.1	10.8
1958-03-10	0	4.65	26.7	10.7
1958-03-11	0.5	1.75	22	8.8
1958-03-12	0	3.85	23	11.8
1958-03-13	0	3.85	26	11.5
1958-03-14	0	5.7	29.4	9.3
1958-03-15	0	5.55	32.1	11.1
1958-03-16	0	5.8	32.5	12.8
1958-03-17	0	2.95	29	16
1958-03-18	0	6.1	31	15.9
1958-03-19	0	5.5	32.3	13.5
1958-03-20	0	6.05	33.8	13.8
1958-03-21	0	6.7	32.4	14.2
1958-03-22	0	4.43	31.4	15.3
1958-03-23	0	3.25	32	15
1958-03-24	4	2.75	23.7	16.5
1958-03-25	0	5.75	29.4	10.5
1958-03-26	0	5.88	30	11.3
1958-03-27	0	6.22	32.4	12.6
1958-03-28	0	3.03	26.4	15.7
1958-03-29	0	5.9	29.8	14.7
1958-03-30	0	6.8	31.3	12.8
1958-03-31	0	5.65	30.3	11.1
1958-04-01	0	5.1	31.7	12.7
1958-04-02	0	6.3	30.4	11.1
1958-04-03	0	6.45	32.3	12
1958-04-04	0	7.35	30	12.3
1958-04-05	0	6.9	33.2	11
1958-04-06	0	7.95	34.5	11.2
1958-04-07	0	6.95	32	11.3
1958-04-08	0	5.9	27	12
1958-04-09	0	7	31.4	10.8
1958-04-10	0	6.97	33.5	11
1958-04-11	0	7.45	34.6	12.3
1958-04-12	0	8.48	35	12.1
1958-04-13	0	8.7	33.5	11
1958-04-14	0	3	26.2	15
1958-04-15	0	3.3	30.2	18.3
1958-04-16	0	6.63	32.6	16.7
1958-04-17	0	7.17	33.3	11.6
1958-04-18	0	8.65	39.2	15
1958-04-19	0	7.9	38.8	16.3
1958-04-20	0	9.25	37.5	16
1958-04-21	0	9.8	41	18
1958-04-22	0	8.5	39.5	17.2
1958-04-23	0	9.35	37	16.5
1958-04-24	0	6.23	36.3	14.7
1958-04-25	0	8.37	37.4	16.5
1958-04-26	0	10.14	36.5	15.8
1958-04-27	0	10.18	37	16.1
1958-04-28	0	9.8	38	16.4
1958-04-29	0	8.49	38.4	16.5
1958-04-30	0	8.2	37.8	16.3
1958-05-01	0.4	2.65	30.3	18
1958-05-02	0	12.7	31.9	19.1
1958-05-03	0	4.35	35.6	15.8
1958-05-04	0	10.05	38.5	15.3
1958-05-05	0	9.15	39.3	20
1958-05-06	0	9	38.4	17.2
1958-05-07	0	7	36.6	19
1958-05-08	0	10.45	35.4	19.8
1958-05-09	0	8.35	35	16.8
1958-05-10	0	10.8	41	17
1958-05-11	0	9.45	40.9	20.2
1958-05-12	0	4.3	33.1	21.2
1958-05-13	0	9.3	38.4	20
1958-05-14	0	10.85	40.2	18.4
1958-05-15	0	10.65	39.4	17.5
1958-05-16	0	8.95	40	19.2
1958-05-17	0	9	40.1	17.2
1958-05-18	0	9.15	40.5	17.1
1958-05-19	0	11.1	41.5	19.8
1958-05-20	0	10.65	40	21.8
1958-05-21	0	10.1	40.1	22.7
1958-05-22	0	10.43	40	23.5
1958-05-23	0	10.65	41	22.4
1958-05-24	0	10.8	42.9	22.7
1958-05-25	0	10.9	43	21.9
1958-05-26	0	11.15	46	26
1958-05-27	0	9.77	43.5	23.7
1958-05-28	0	10.68	40.5	24.2
1958-05-29	0	10.42	40.4	26.1
1958-05-30	0	10.2	38.9	25.7
1958-05-31	0	9	39.5	25
1958-06-01	0	9.9	40.3	23.2
1958-06-02	0	11.65	40.4	23.3
1958-06-03	0	10.45	41	24
1958-06-04	0	10.12	40.4	23.5
1958-06-05	0	10.45	41.8	25.7
1958-06-06	0	10.45	41.5	26.8
1958-06-07	0	11.05	42.4	26.3
1958-06-08	0	8.32	41.3	25.2
1958-06-09	0	8.78	40	25.1
1958-06-10	0	11	40.7	24.5
1958-06-11	0	7.8	39.4	25.1
1958-06-12	0	9.2	40.8	26.5
1958-06-13	0	9.9	40.7	27.4
1958-06-14	24	10.35	38.5	27.7
1958-06-15	20	1.9	37	24.2
1958-06-16	12.5	4.9	33.4	24.5
1958-06-17	0	0.12	31.7	24.7
1958-06-18	1.5	6.59	35.4	25
1958-06-19	0	2.69	32	25.4
1958-06-20	0	5.32	35.6	25.8
1958-06-21	0	8.13	39	22.7
1958-06-22	0	8.5	38.9	19.8
1958-06-23	0	8.9	40	20
1958-06-24	0	8.83	40.9	22.2
1958-06-25	0	8.19	40.8	24
1958-06-26	0	7.9	40.9	26.2
1958-06-27	3	8.17	40.6	27.7
1958-06-28	0	8.1	39.3	26.4
1958-06-29	0	7.6	40.2	28.5
1958-06-30	0.5	7.75	40.4	26.7
1958-07-01	0	7.9	40	26.7
1958-07-02	0	6.5	39.6	26.2
1958-07-03	0	6.5	38.5	25.7
1958-07-04	0	8.05	39.4	25.7
1958-07-05	0	8.8	41.3	28.5
1958-07-06	0	7.75	43.4	27.7
1958-07-07	0	9.95	43.2	27.5
1958-07-08	0	10.1	43.1	28.8
1958-07-09	0	8.55	42.3	28
1958-07-10	0	9.9	42.2	28.7
1958-07-11	22.5	7.75	39.1	28.4
1958-07-12	0	7.1	37.5	23.5
1958-07-13	1.5	7.7	40	27.1
1958-07-14	1.4	8.7	39.7	25.7
1958-07-15	5.5	8.9	40	24.7
1958-07-16	4.5	6.08	36.4	24.7
1958-07-17	3.5	4.92	36.3	23.5
1958-07-18	0	4.7	36.4	24.3
1958-07-19	0	4.3	36.7	24.6
1958-07-20	0	6.44	37.1	23.7
1958-07-21	13.4	8.71	38.5	24.2
1958-07-22	38.5	5.6	35.5	21.7
1958-07-23	0	5.47	33.8	23.3
1958-07-24	1	4.93	35	23.2
1958-07-25	0	6.5	36.4	23.3
1958-07-26	0	6.6	37.4	25.7
1958-07-27	2.5	3.2	35	23.9
1958-07-28	4.3	2.75	34.5	25.7
1958-07-29	0	5.75	35.9	24.2
1958-07-30	0	6.28	37.5	24.3
1958-07-31	0	8.42	40	25.2
1958-08-01	0	7.3	40.3	27
1958-08-02	21.3	6.5	39.9	26.1
1958-08-03	0	5.14	34.9	22.7
1958-08-04	24	5.66	37.3	26.5
1958-08-05	0	4.05	34.4	21.7
1958-08-06	0	2.75	35	22
1958-08-07	0	5.05	34.3	24.7
1958-08-08	0	5.6	35.8	25
1958-08-09	2.3	5.65	36.2	25
1958-08-10	0	4.37	34.4	24.7
1958-08-11	25	6.98	34.2	26.2
1958-08-12	0	4.75	34.1	20.6
1958-08-13	0	6	36.2	23.6
1958-08-14	15	4.1	35.4	24.7
1958-08-15	3.5	5.4	37.3	24.8
1958-08-16	0	0.55	34.4	22.8
1958-08-17	0	7.85	35.6	23.5
1958-08-18	0	5.1	36.3	24
1958-08-19	47.5	9.65	37.1	24.5
1958-08-20	150.5	5.4	36	20.7
1958-08-21	0.5	3.1	32	22.2
1958-08-22	0	5.05	34.5	23.2
1958-08-23	0	6.3	35.3	25.5
1958-08-24	0	5.75	35.8	23.4
1958-08-25	0	5.55	36.4	25.2
1958-08-26	1.3	2.8	31.8	25.7
1958-08-27	44.8	5.2	34.4	24.7
1958-08-28	0	2.8	33.8	23.3
1958-08-29	0	3.45	34.4	23.7
1958-08-30	20	5.79	35.9	25.2
1958-08-31	0	2.4	33	23.5
1958-09-01	0	4.86	36	24
1958-09-02	0	4.6	36.5	26.4
1958-09-03	0	4	36.6	25.7
1958-09-04	0	2.75	34.7	25.2
1958-09-05	0	4.8	36.7	24.1
1958-09-06	0	4.75	37.4	26.2
1958-09-07	33.5	5.2	33.3	26.7
1958-09-08	0.8	4.8	34.5	23.3
1958-09-09	0	4.5	35.5	23.7
1958-09-10	0	3.8	35	24.5
1958-09-11	13.5	2.9	35.1	25.1
1958-09-12	7	2.7	33.6	25.7
1958-09-13	0	4.4	35.4	24.2
1958-09-14	0	4.95	36.6	25.1
1958-09-15	0	4.65	36.5	23.5
1958-09-16	0	5.6	37.3	24.2
1958-09-17	50	3.1	37.7	23.8
1958-09-18	8.5	1.93	33.2	23
1958-09-19	2.5	3	33.4	24.5
1958-09-20	11.8	0.73	28.7	23.7
1958-09-21	7.3	1.15	28.9	22.2
1958-09-22	0	3.95	33.2	23.3
1958-09-23	0	2.75	33.3	22
1958-09-24	0	3.2	35.6	22.7
1958-09-25	0	4.9	33.3	21.5
1958-09-26	0	3.3	33	19.5
1958-09-27	0	4.05	33.2	19.2
1958-09-28	0	4.3	34.4	21.1
1958-09-29	0	3.95	34.5	21
1958-09-30	0	3.2	36	22
1958-10-01	0	4.45	35.1	23.2
1958-10-02	52	1.1	30.3	23
1958-10-03	16.5	0.8	25	22
1958-10-04	8.3	0.25	27.2	21.5
1958-10-05	0	2.8	31.4	20.2
1958-10-06	0	3.5	31.6	20.3
1958-10-07	0	3	32.5	20.2
1958-10-08	0	3.3	32.7	21
1958-10-09	0	3.05	33.1	21.8
1958-10-10	0	3.1	33.8	20.7
1958-10-11	0	3.73	34.1	18.2
1958-10-12	0	3.12	35.4	20.6
1958-10-13	0	3.35	36.5	23.5
1958-10-14	0	4.35	38	22.8
1958-10-15	0	4.2	37	22.2
1958-10-16	21	4.85	36	22.6
1958-10-17	0	2.55	33.5	18.5
1958-10-18	0	2.7	34.5	20.7
1958-10-19	37	4.35	34	22.3
1958-10-20	0	3.5	32	22.1
1958-10-21	0	4.22	32	18.5
1958-10-22	0	3.02	31.5	18.7
1958-10-23	0	2.78	31	19.8
1958-10-24	0	2.05	32	19.7
1958-10-25	0	2.2	32	19.5
1958-10-26	0	3.43	32	17.4
1958-10-27	0	3.1	30.5	16.5
1958-10-28	0	3.68	30	18.5
1958-10-29	0	3.24	31	16
1958-10-30	0	3.18	31	15.5
1958-10-31	0	2.88	29.1	13.9
1958-11-01	0	2.07	29	13.5
1958-11-02	0	3.47	28.8	13
1958-11-03	0	3.88	30	14.7
1958-11-04	0	2.35	31.8	16.1
1958-11-05	0	2.87	32.4	15.7
1958-11-06	0	3.6	32.3	15.5
1958-11-07	0	3.03	31.4	14.5
1958-11-08	0	3.17	32.3	14.7
1958-11-09	0	3.43	33.5	15.5
1958-11-10	0	3.15	33.4	16.5
1958-11-11	0	0.67	28.1	17.8
1958-11-12	0	3.9	31	13.8
1958-11-13	0	2.05	29	12.5
1958-11-14	0	1.4	26.6	12.4
1958-11-15	0	1.6	28.2	16.8
1958-11-16	0	3.2	28.1	12.7
1958-11-17	0	2.55	25	11.5
1958-11-18	0	2.6	28.4	8.8
1958-11-19	0	3.05	30.3	10
1958-11-20	0	3.35	34	11.3
1958-11-21	0	3.6	35.2	13.3
1958-11-22	0	3.02	35	17.2
1958-11-23	0	2.2	29.5	18.5
1958-11-24	0	3.13	32	15.7
1958-11-25	0	2.67	33.3	15.8
1958-11-26	2	2.43	32	16.6
1958-11-27	0	1.8	26.8	17.7
1958-11-28	0	1.49	29.3	17
1958-11-29	0	1.39	29.5	16.2
1958-11-30	0	2.62	30.3	15.5
1958-12-01	0	2.67	31	15.2
1958-12-02	0	2.43	31.5	14.7
1958-12-03	0	2.9	34	12.3
1958-12-04	0	3.3	32	13.3
1958-12-05	0	2.15	30.2	13.4
1958-12-06	0	2.9	33	15.3
1958-12-07	0	2.55	33.5	15
1958-12-08	0	2.4	30	15.3
1958-12-09	0	1.3	29.5	16.5
1958-12-10	0	2.6	30.4	16.5
1958-12-11	0	3.4	34.3	15
1958-12-12	0	3.2	30.5	13
1958-12-13	0	3.4	31	11.6
1958-12-14	0	3.25	32	12.9
1958-12-15	0	4.5	33.2	13.7
1958-12-16	0	2.25	32.1	11.1
1958-12-17	0	4.13	26.8	10.7
1958-12-18	0	1.52	25	11.3
1958-12-19	0	2.05	26.6	12.4
1958-12-20	0	2.6	28.7	12.2
1958-12-21	0	3.3	29.8	11.8
1958-12-22	0	0.6	22.3	12.3
1958-12-23	0	1.7	28.7	11.4
1958-12-24	0	0.9	22.9	13.7
1958-12-25	0	2.85	28.5	12.5
1958-12-26	0	4.13	29.7	10.3
1958-12-27	0	4.2	30	10.7
1958-12-28	0	3.05	29	10.6
1958-12-29	0	3.3	26.5	8.8
1958-12-30	0	2.4	25.4	6.4
1958-12-31	0	2.87	21.8	8.3
1959-01-01	0	2.93	22.1	8.3
1959-01-02	0	2.92	26	6.3
1959-01-03	0	2.23	28.4	8.8
1959-01-04	0	1.95	26.2	9.7
1959-01-05	0	1.65	25.4	9.3
1959-01-06	0	2.8	27	11
1959-01-07	0	2.31	28.3	10
1959-01-08	0	2.04	31.3	12.1
1959-01-09	0	2.17	33.6	11.1
1959-01-10	0	3.7	33	12.3
1959-01-11	0	1.62	29.4	13.6
1959-01-12	0	2.58	30	13.3
1959-01-13	0	3.12	29.7	12.5
1959-01-14	0	3.18	31.6	12.1
1959-01-15	0	3.5	32	12.2
1959-01-16	0	3.6	31.9	11.3
1959-01-17	0	3.62	30.7	11.6
1959-01-18	0	3.82	32.4	12.3
1959-01-19	0	3.21	32	12.8
1959-01-20	0	3.8	28.4	10.5
1959-01-21	0	1.85	29	13
1959-01-22	0	3.5	27.2	12
1959-01-23	0	3	27.5	10.6
1959-01-24	0	4.16	32	10.3
1959-01-25	0	3.82	31.8	10.4
1959-01-26	0	3.67	32.3	12.1
1959-01-27	0	3.75	30.2	12
1959-01-28	0	2.75	28	10.6
1959-01-29	0	3.85	29.4	11.3
1959-01-30	0	3.9	30.4	12.3
1959-01-31	0	4.25	31.2	11.4
1959-02-01	0	4.87	28.2	10.2
1959-02-02	0	3.8	29.2	10.3
1959-02-03	0	3.96	22.2	6.2
1959-02-04	0	3.95	25.8	6
1959-02-05	0	4.15	29.4	6.1
1959-02-06	0	4.37	30.3	8.4
1959-02-07	0	3.1	28	11.1
1959-02-08	2.5	2.2	28.1	11.9
1959-02-09	0.7	1.45	22.2	14.9
1959-02-10	0	3.35	27	10.8
1959-02-11	0	1.85	24.5	10.3
1959-02-12	0	2.85	26	11.1
1959-02-13	0	2.7	21.8	13.3
1959-02-14	0	3.48	28.2	9.2
1959-02-15	0	4.49	33.8	11
1959-02-16	0	5.81	35.5	12.3
1959-02-17	0	5.67	36.6	13.8
1959-02-18	0	5.63	34.6	15.8
1959-02-19	0	5.22	30.4	14
1959-02-20	0	3.88	29	10.6
1959-02-21	0	2.57	27.3	11.6
1959-02-22	0	2.55	26.9	13.9
1959-02-23	0	4.02	27.4	11.3
1959-02-24	0	4.5	29.8	9.4
1959-02-25	0	4.77	26.8	10.4
1959-02-26	0	4.11	28	8.2
1959-02-27	0	5.27	30	8.9
1959-02-28	0	5.56	32.3	9.8
1959-03-01	0	4.97	35.1	11.3
1959-03-02	0	5.7	33.3	13
1959-03-03	0	6.65	31.7	11
1959-03-04	0	5.19	31.5	11.7
1959-03-05	0	5.86	30	9.8
